kanji,back,tags
存,<b>Meanings:</b> exist; suppose; be aware of; believe; feel<br><br><b>On'yomi:</b> ソン; ゾン<br><br><b>Kun'yomi:</b> ながら.える; あ.る; たも.つ; と.う<br><br><b>Name readings:</b> あり; まさ<br><br><b>Stats:</b> Strokes: 6 | Radical: 39 | Freq: #577<br><br><b>Heisig:</b> RTK: #684 | RTK6: #739,grade6
孫,<b>Meanings:</b> grandchild; descendants<br><br><b>On'yomi:</b> ソン<br><br><b>Kun'yomi:</b> まご<br><br><b>Name readings:</b> ひ<br><br><b>Stats:</b> Strokes: 10 | Radical: 39 | Freq: #1388<br><br><b>Heisig:</b> RTK: #1393 | RTK6: #1494,grade4
尊,<b>Meanings:</b> revered; valuable; precious; noble; exalted<br><br><b>On'yomi:</b> ソン<br><br><b>Kun'yomi:</b> たっと.い; とうと.い; たっと.ぶ; とうと.ぶ<br><br><b>Name readings:</b> さだ; たか; たけ; みこと<br><br><b>Stats:</b> Strokes: 12 | Radical: 41 | Freq: #1181<br><br><b>Heisig:</b> RTK: #1439 | RTK6: #1547,grade6
損,<b>Meanings:</b> damage; loss; disadvantage; hurt; injure<br><br><b>On'yomi:</b> ソン<br><br><b>Kun'yomi:</b> そこ.なう; そこな.う; -そこ.なう; そこ.ねる; -そこ.ねる<br><br><b>Stats:</b> Strokes: 13 | Radical: 64 | Freq: #807<br><br><b>Heisig:</b> RTK: #666 | RTK6: #719,grade5
他,<b>Meanings:</b> other; another; the others<br><br><b>On'yomi:</b> タ<br><br><b>Kun'yomi:</b> ほか<br><br><b>Stats:</b> Strokes: 5 | Radical: 9 | Freq: #543<br><br><b>Heisig:</b> RTK: #961 | RTK6: #1034,grade3
打,<b>Meanings:</b> strike; hit; knock; pound; dozen<br><br><b>On'yomi:</b> ダ; ダース<br><br><b>Kun'yomi:</b> う.つ; う.ち-; ぶ.つ<br><br><b>Name readings:</b> うち<br><br><b>Stats:</b> Strokes: 5 | Radical: 64 | Freq: #239<br><br><b>Heisig:</b> RTK: #653 | RTK6: #705,grade3
対,<b>Meanings:</b> vis-a-vis; opposite; even; equal; versus; anti-; compare<br><br><b>On'yomi:</b> タイ; ツイ<br><br><b>Kun'yomi:</b> あいて; こた.える; そろ.い; つれあ.い; なら.ぶ; むか.う<br><br><b>Name readings:</b> つし<br><br><b>Stats:</b> Strokes: 7 | Radical: 41 | Freq: #34<br><br><b>Heisig:</b> RTK: #1726 | RTK6: #1862,grade3
帯,<b>Meanings:</b> sash; belt; obi; zone; region<br><br><b>On'yomi:</b> タイ<br><br><b>Kun'yomi:</b> お.びる; おび<br><br><b>Name readings:</b> たて<br><br><b>Stats:</b> Strokes: 10 | Radical: 50 | Freq: #746<br><br><b>Heisig:</b> RTK: #415 | RTK6: #444,grade4
退,<b>Meanings:</b> retreat; withdraw; retire; resign; repel; expel; reject<br><br><b>On'yomi:</b> タイ<br><br><b>Kun'yomi:</b> しりぞ.く; しりぞ.ける; ひ.く; の.く; の.ける; ど.く<br><br><b>Stats:</b> Strokes: 9 | Radical: 162 | Freq: #424<br><br><b>Heisig:</b> RTK: #1465 | RTK6: #1575,grade6
第,<b>Meanings:</b> No.; residence<br><br><b>On'yomi:</b> ダイ; テイ<br><br><b>Stats:</b> Strokes: 11 | Radical: 118 | Freq: #160<br><br><b>Heisig:</b> RTK: #1239 | RTK6: #1327,grade3
宅,<b>Meanings:</b> home; house; residence; our house; my husband<br><br><b>On'yomi:</b> タク<br><br><b>Name readings:</b> け; たか; たけ; や; やけ<br><br><b>Stats:</b> Strokes: 6 | Radical: 40 | Freq: #357<br><br><b>Heisig:</b> RTK: #1916 | RTK6: #2065,grade6
達,<b>Meanings:</b> accomplished; reach; arrive; attain<br><br><b>On'yomi:</b> タツ; ダ<br><br><b>Kun'yomi:</b> -たち<br><br><b>Name readings:</b> かつ; さと; て; てつ; とおる; みち<br><br><b>Stats:</b> Strokes: 12 | Radical: 162 | Freq: #500<br><br><b>Heisig:</b> RTK: #552 | RTK6: #591,grade4
谷,<b>Meanings:</b> valley<br><br><b>On'yomi:</b> コク<br><br><b>Kun'yomi:</b> たに; きわ.まる<br><br><b>Name readings:</b> がい; がえ; がや; せ; たり; たん; や<br><br><b>Stats:</b> Strokes: 7 | Radical: 150 | Freq: #508<br><br><b>Heisig:</b> RTK: #788 | RTK6: #851,grade2
単,<b>Meanings:</b> simple; one; single; merely<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> ひとえ<br><br><b>Stats:</b> Strokes: 9 | Radical: 24 | Freq: #586<br><br><b>Heisig:</b> RTK: #1928 | RTK6: #2078,grade4
担,<b>Meanings:</b> shouldering; carry; raise; bear<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> かつ.ぐ; にな.う<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #422<br><br><b>Heisig:</b> RTK: #668 | RTK6: #721,grade6
探,<b>Meanings:</b> grope; search; look for<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> さぐ.る; さが.す<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #930<br><br><b>Heisig:</b> RTK: #1327 | RTK6: #1425,grade6
炭,<b>Meanings:</b> charcoal; coal<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> すみ<br><br><b>Stats:</b> Strokes: 9 | Radical: 86 | Freq: #1307<br><br><b>Heisig:</b> RTK: #771 | RTK6: #833,grade3
団,<b>Meanings:</b> group; association<br><br><b>On'yomi:</b> ダン; トン<br><br><b>Kun'yomi:</b> かたまり; まる.い<br><br><b>Stats:</b> Strokes: 6 | Radical: 31 | Freq: #213<br><br><b>Heisig:</b> RTK: #582 | RTK6: #625,grade5
断,<b>Meanings:</b> severance; decline; refuse; apologize; warn; dismiss; prohibit; decision; judgement; cutting<br><br><b>On'yomi:</b> ダン<br><br><b>Kun'yomi:</b> た.つ; ことわ.る; さだ.める<br><br><b>Stats:</b> Strokes: 11 | Radical: 69 | Freq: #338<br><br><b>Heisig:</b> RTK: #1136 | RTK6: #1218,grade5
暖,<b>Meanings:</b> warmth<br><br><b>On'yomi:</b> ダン; ノン<br><br><b>Kun'yomi:</b> あたた.か; あたた.かい; あたた.まる; あたた.める<br><br><b>Stats:</b> Strokes: 13 | Radical: 72 | Freq: #1371<br><br><b>Heisig:</b> RTK: #1949 | RTK6: #2099,grade6
段,<b>Meanings:</b> grade; steps; stairs<br><br><b>On'yomi:</b> ダン; タン<br><br><b>Stats:</b> Strokes: 9 | Radical: 79 | Freq: #479<br><br><b>Heisig:</b> RTK: #1859 | RTK6: #2003,grade6
談,<b>Meanings:</b> discuss; talk<br><br><b>On'yomi:</b> ダン<br><br><b>Stats:</b> Strokes: 15 | Radical: 149 | Freq: #272<br><br><b>Heisig:</b> RTK: #350 | RTK6: #374,grade3
値,<b>Meanings:</b> price; cost; value<br><br><b>On'yomi:</b> チ<br><br><b>Kun'yomi:</b> ね; あたい<br><br><b>Name readings:</b> じ<br><br><b>Stats:</b> Strokes: 10 | Radical: 9 | Freq: #518<br><br><b>Heisig:</b> RTK: #978 | RTK6: #1052,grade6
置,<b>Meanings:</b> placement; put; set; deposit; leave behind; keep; employ; pawn<br><br><b>On'yomi:</b> チ<br><br><b>Kun'yomi:</b> お.く; -お.き<br><br><b>Name readings:</b> おき; おけ; き<br><br><b>Stats:</b> Strokes: 13 | Radical: 122 | Freq: #277<br><br><b>Heisig:</b> RTK: #832 | RTK6: #895,grade4
築,<b>Meanings:</b> fabricate; build; construct<br><br><b>On'yomi:</b> チク<br><br><b>Kun'yomi:</b> きず.く<br><br><b>Name readings:</b> つい; つき; つく; づき<br><br><b>Stats:</b> Strokes: 16 | Radical: 118 | Freq: #821<br><br><b>Heisig:</b> RTK: #950 | RTK6: #1021,grade5
竹,<b>Meanings:</b> bamboo<br><br><b>On'yomi:</b> チク<br><br><b>Kun'yomi:</b> たけ<br><br><b>Name readings:</b> たか<br><br><b>Stats:</b> Strokes: 6 | Radical: 118 | Freq: #593<br><br><b>Heisig:</b> RTK: #937 | RTK6: #1007,grade1
仲,<b>Meanings:</b> go-between; relationship<br><br><b>On'yomi:</b> チュウ<br><br><b>Kun'yomi:</b> なか<br><br><b>Name readings:</b> ちゅん; つづき; なかつ<br><br><b>Stats:</b> Strokes: 6 | Radical: 9 | Freq: #919<br><br><b>Heisig:</b> RTK: #956 | RTK6: #1029,grade4
宙,<b>Meanings:</b> mid-air; air; space; sky; memorization; interval of time<br><br><b>On'yomi:</b> チュウ<br><br><b>Name readings:</b> ひろ; ゆ<br><br><b>Stats:</b> Strokes: 8 | Radical: 40 | Freq: #1005<br><br><b>Heisig:</b> RTK: #1109 | RTK6: #1190,grade6
柱,<b>Meanings:</b> pillar; post; cylinder; support<br><br><b>On'yomi:</b> チュウ<br><br><b>Kun'yomi:</b> はしら<br><br><b>Stats:</b> Strokes: 9 | Radical: 75 | Freq: #1119<br><br><b>Heisig:</b> RTK: #268 | RTK6: #286,grade3
虫,<b>Meanings:</b> insect; bug; temper<br><br><b>On'yomi:</b> チュウ; キ<br><br><b>Kun'yomi:</b> むし<br><br><b>Name readings:</b> む<br><br><b>Stats:</b> Strokes: 6 | Radical: 142 | Freq: #1351<br><br><b>Heisig:</b> RTK: #517 | RTK6: #556,grade1
著,<b>Meanings:</b> renowned; publish; write; remarkable; phenomenal; put on; don; wear; arrival; finish (race); counter for suits of clothing; literary work<br><br><b>On'yomi:</b> チョ; チャク<br><br><b>Kun'yomi:</b> あらわ.す; いちじる.しい<br><br><b>Stats:</b> Strokes: 11 | Radical: 140 | Freq: #849<br><br><b>Heisig:</b> RTK: #1258 | RTK6: #1347,grade6
貯,<b>Meanings:</b> savings; store; lay in; keep; wear mustache<br><br><b>On'yomi:</b> チョ<br><br><b>Kun'yomi:</b> た.める; たくわ.える<br><br><b>Stats:</b> Strokes: 12 | Radical: 154 | Freq: #1100<br><br><b>Heisig:</b> RTK: #194 | RTK6: #206,grade5
兆,<b>Meanings:</b> portent; 10**12; trillion; sign; omen; symptoms<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> きざ.す; きざ.し<br><br><b>Stats:</b> Strokes: 6 | Radical: 10 | Freq: #1174<br><br><b>Heisig:</b> RTK: #235 | RTK6: #250,grade4
庁,<b>Meanings:</b> government office<br><br><b>On'yomi:</b> チョウ; テイ<br><br><b>Kun'yomi:</b> やくしょ<br><br><b>Stats:</b> Strokes: 5 | Radical: 53 | Freq: #793<br><br><b>Heisig:</b> RTK: #591 | RTK6: #635,grade6
張,<b>Meanings:</b> counter for bows & stringed instruments; stretch; spread; put up (tent)<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> は.る; -は.り; -ば.り<br><br><b>Name readings:</b> はり; わり<br><br><b>Stats:</b> Strokes: 11 | Radical: 57 | Freq: #403<br><br><b>Heisig:</b> RTK: #1921 | RTK6: #2071,grade5
調,<b>Meanings:</b> tune; tone; meter; key (music); writing style; prepare; exorcise; investigate; harmonize; mediate<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> しら.べる; しら.べ; ととの.う; ととの.える<br><br><b>Name readings:</b> ぎ; つぎ<br><br><b>Stats:</b> Strokes: 15 | Radical: 149 | Freq: #87<br><br><b>Heisig:</b> RTK: #349 | RTK6: #373,grade3
頂,<b>Meanings:</b> place on the head; receive; top of head; top; summit; peak<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> いただ.く; いただき<br><br><b>Stats:</b> Strokes: 11 | Radical: 181 | Freq: #1350<br><br><b>Heisig:</b> RTK: #94 | RTK6: #98,grade6
直,<b>Meanings:</b> straightaway; honesty; frankness; fix; repair<br><br><b>On'yomi:</b> チョク; ジキ; ジカ<br><br><b>Kun'yomi:</b> ただ.ちに; なお.す; -なお.す; なお.る; なお.き; す.ぐ<br><br><b>Name readings:</b> すぐ; なお; のう; のお<br><br><b>Stats:</b> Strokes: 8 | Radical: 109 | Freq: #246<br><br><b>Heisig:</b> RTK: #73 | RTK6: #77,grade2
賃,<b>Meanings:</b> fare; fee; hire; rent; wages; charge<br><br><b>On'yomi:</b> チン<br><br><b>Name readings:</b> すけ<br><br><b>Stats:</b> Strokes: 13 | Radical: 154 | Freq: #961<br><br><b>Heisig:</b> RTK: #1004 | RTK6: #1079,grade6
追,<b>Meanings:</b> chase; drive away; follow; pursue; meanwhile<br><br><b>On'yomi:</b> ツイ<br><br><b>Kun'yomi:</b> お.う<br><br><b>Name readings:</b> おい<br><br><b>Stats:</b> Strokes: 9 | Radical: 162 | Freq: #411<br><br><b>Heisig:</b> RTK: #1268 | RTK6: #1359,grade3
痛,<b>Meanings:</b> pain; hurt; damage; bruise<br><br><b>On'yomi:</b> ツウ<br><br><b>Kun'yomi:</b> いた.い; いた.む; いた.ましい; いた.める<br><br><b>Stats:</b> Strokes: 12 | Radical: 104 | Freq: #903<br><br><b>Heisig:</b> RTK: #1690 | RTK6: #1825,grade6
停,<b>Meanings:</b> halt; stopping<br><br><b>On'yomi:</b> テイ<br><br><b>Kun'yomi:</b> と.める; と.まる<br><br><b>Stats:</b> Strokes: 11 | Radical: 9 | Freq: #733<br><br><b>Heisig:</b> RTK: #977 | RTK6: #1051,grade5
定,<b>Meanings:</b> determine; fix; establish; decide<br><br><b>On'yomi:</b> テイ; ジョウ<br><br><b>Kun'yomi:</b> さだ.める; さだ.まる; さだ.か<br><br><b>Name readings:</b> さた<br><br><b>Stats:</b> Strokes: 8 | Radical: 40 | Freq: #48<br><br><b>Heisig:</b> RTK: #382 | RTK6: #408,grade3
底,<b>Meanings:</b> bottom; sole; depth; bottom price; base; kind; sort<br><br><b>On'yomi:</b> テイ<br><br><b>Kun'yomi:</b> そこ<br><br><b>Stats:</b> Strokes: 8 | Radical: 53 | Freq: #867<br><br><b>Heisig:</b> RTK: #1833 | RTK6: #1975,grade4
庭,<b>Meanings:</b> courtyard; garden; yard<br><br><b>On'yomi:</b> テイ<br><br><b>Kun'yomi:</b> にわ<br><br><b>Name readings:</b> ば<br><br><b>Stats:</b> Strokes: 10 | Radical: 53 | Freq: #816<br><br><b>Heisig:</b> RTK: #590 | RTK6: #634,grade3
程,<b>Meanings:</b> extent; degree; law; formula; distance; limits; amount<br><br><b>On'yomi:</b> テイ<br><br><b>Kun'yomi:</b> ほど; -ほど<br><br><b>Name readings:</b> ほと<br><br><b>Stats:</b> Strokes: 12 | Radical: 115 | Freq: #514<br><br><b>Heisig:</b> RTK: #894 | RTK6: #960,grade5
的,<b>Meanings:</b> bull's eye; mark; target; object; adjective ending<br><br><b>On'yomi:</b> テキ<br><br><b>Kun'yomi:</b> まと<br><br><b>Name readings:</b> いくは; ゆくは<br><br><b>Stats:</b> Strokes: 8 | Radical: 106 | Freq: #105<br><br><b>Heisig:</b> RTK: #69 | RTK6: #73,grade4
適,<b>Meanings:</b> suitable; occasional; rare; qualified; capable<br><br><b>On'yomi:</b> テキ<br><br><b>Kun'yomi:</b> かな.う<br><br><b>Stats:</b> Strokes: 14 | Radical: 162 | Freq: #670<br><br><b>Heisig:</b> RTK: #441 | RTK6: #473,grade5
鉄,<b>Meanings:</b> iron<br><br><b>On'yomi:</b> テツ<br><br><b>Kun'yomi:</b> くろがね<br><br><b>Name readings:</b> けん; てっ<br><br><b>Stats:</b> Strokes: 13 | Radical: 167 | Freq: #672<br><br><b>Heisig:</b> RTK: #846 | RTK6: #909,grade3
展,<b>Meanings:</b> unfold; expand<br><br><b>On'yomi:</b> テン<br><br><b>Name readings:</b> のぶ; のり; ひろ; ゆき<br><br><b>Stats:</b> Strokes: 10 | Radical: 44 | Freq: #352<br><br><b>Heisig:</b> RTK: #1925 | RTK6: #2075,grade6
点,<b>Meanings:</b> spot; point; mark; speck; decimal point<br><br><b>On'yomi:</b> テン<br><br><b>Kun'yomi:</b> つ.ける; つ.く; た.てる; さ.す; とぼ.す; とも.す; ぼち<br><br><b>Stats:</b> Strokes: 9 | Radical: 86 | Freq: #165<br><br><b>Heisig:</b> RTK: #169 | RTK6: #181,grade2
伝,<b>Meanings:</b> transmit; go along; walk along; follow; report; communicate; legend; tradition<br><br><b>On'yomi:</b> デン; テン<br><br><b>Kun'yomi:</b> つた.わる; つた.える; つた.う; つだ.う; -づた.い; つて<br><br><b>Name readings:</b> つたえ<br><br><b>Stats:</b> Strokes: 6 | Radical: 9 | Freq: #416<br><br><b>Heisig:</b> RTK: #963 | RTK6: #1036,grade4
徒,<b>Meanings:</b> on foot; junior; emptiness; vanity; futility; uselessness; ephemeral thing; gang; set; party; people<br><br><b>On'yomi:</b> ト<br><br><b>Kun'yomi:</b> いたずら; あだ<br><br><b>Name readings:</b> かち<br><br><b>Stats:</b> Strokes: 10 | Radical: 60 | Freq: #817<br><br><b>Heisig:</b> RTK: #878 | RTK6: #943,grade4
登,<b>Meanings:</b> ascend; climb up<br><br><b>On'yomi:</b> トウ; ト; ドウ; ショウ; チョウ<br><br><b>Kun'yomi:</b> のぼ.る; あ.がる<br><br><b>Name readings:</b> たか; のぼし; のぼり; のり<br><br><b>Stats:</b> Strokes: 12 | Radical: 105 | Freq: #566<br><br><b>Heisig:</b> RTK: #1703 | RTK6: #1838,grade3
努,<b>Meanings:</b> toil; diligent; as much as possible<br><br><b>On'yomi:</b> ド<br><br><b>Kun'yomi:</b> つと.める<br><br><b>Stats:</b> Strokes: 7 | Radical: 19 | Freq: #749<br><br><b>Heisig:</b> RTK: #865 | RTK6: #929,grade4
党,<b>Meanings:</b> party; faction; clique<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> なかま; むら<br><br><b>Stats:</b> Strokes: 10 | Radical: 10 | Freq: #39<br><br><b>Heisig:</b> RTK: #797 | RTK6: #860,grade6
島,<b>Meanings:</b> island<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> しま<br><br><b>Stats:</b> Strokes: 10 | Radical: 46 | Freq: #245<br><br><b>Heisig:</b> RTK: #1948 | RTK6: #2098,grade3
投,<b>Meanings:</b> throw; discard; abandon; launch into; join; invest in; hurl; give up; sell at a loss<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> な.げる; -な.げ<br><br><b>Stats:</b> Strokes: 7 | Radical: 64 | Freq: #236<br><br><b>Heisig:</b> RTK: #706 | RTK6: #762,grade3
湯,<b>Meanings:</b> hot water; bath; hot spring<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> ゆ<br><br><b>Stats:</b> Strokes: 12 | Radical: 85 | Freq: #1356<br><br><b>Heisig:</b> RTK: #546 | RTK6: #585,grade3
灯,<b>Meanings:</b> lamp; a light; light; counter for lights<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> ひ; ほ-; ともしび; とも.す; あかり<br><br><b>Stats:</b> Strokes: 6 | Radical: 86 | Freq: #1605<br><br><b>Heisig:</b> RTK: #165 | RTK6: #177,grade4
当,<b>Meanings:</b> hit; right; appropriate; himself<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> あ.たる; あ.たり; あ.てる; あ.て; まさ.に; まさ.にべし<br><br><b>Name readings:</b> たい<br><br><b>Stats:</b> Strokes: 6 | Radical: 58 | Freq: #91<br><br><b>Heisig:</b> RTK: #1153 | RTK6: #1236,grade2
等,<b>Meanings:</b> etc.; and so forth; class (first); quality; equal; similar<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> ひと.しい; など; -ら<br><br><b>Name readings:</b> と; ひ<br><br><b>Stats:</b> Strokes: 12 | Radical: 118 | Freq: #798<br><br><b>Heisig:</b> RTK: #945 | RTK6: #1016,grade3
導,<b>Meanings:</b> guidance; leading; conduct; usher<br><br><b>On'yomi:</b> ドウ<br><br><b>Kun'yomi:</b> みちび.く<br><br><b>Name readings:</b> みち<br><br><b>Stats:</b> Strokes: 15 | Radical: 41 | Freq: #354<br><br><b>Heisig:</b> RTK: #278 | RTK6: #296,grade5
童,<b>Meanings:</b> juvenile; child<br><br><b>On'yomi:</b> ドウ<br><br><b>Kun'yomi:</b> わらべ<br><br><b>Name readings:</b> ぱ<br><br><b>Stats:</b> Strokes: 12 | Radical: 117 | Freq: #1138<br><br><b>Heisig:</b> RTK: #436 | RTK6: #468,grade3
銅,<b>Meanings:</b> copper<br><br><b>On'yomi:</b> ドウ<br><br><b>Kun'yomi:</b> あかがね<br><br><b>Stats:</b> Strokes: 14 | Radical: 167 | Freq: #1505<br><br><b>Heisig:</b> RTK: #272 | RTK6: #290,grade5
得,<b>Meanings:</b> gain; get; find; earn; acquire; can; may; able to; profit; advantage; benefit<br><br><b>On'yomi:</b> トク<br><br><b>Kun'yomi:</b> え.る; う.る<br><br><b>Name readings:</b> あつ; てろ<br><br><b>Stats:</b> Strokes: 11 | Radical: 60 | Freq: #175<br><br><b>Heisig:</b> RTK: #876 | RTK6: #941,grade5
毒,<b>Meanings:</b> poison; virus; venom; germ; harm; injury; spite<br><br><b>On'yomi:</b> ドク<br><br><b>Stats:</b> Strokes: 8 | Radical: 80 | Freq: #1419<br><br><b>Heisig:</b> RTK: #1531 | RTK6: #1651,grade5
独,<b>Meanings:</b> single; alone; spontaneously; Germany<br><br><b>On'yomi:</b> ドク; トク<br><br><b>Kun'yomi:</b> ひと.り<br><br><b>Name readings:</b> どいつ; どっ<br><br><b>Stats:</b> Strokes: 9 | Radical: 94 | Freq: #365<br><br><b>Heisig:</b> RTK: #522 | RTK6: #561,grade5
届,<b>Meanings:</b> deliver; reach; arrive; report; notify; forward<br><br><b>On'yomi:</b> カイ<br><br><b>Kun'yomi:</b> とど.ける; -とど.け; とど.く<br><br><b>Stats:</b> Strokes: 8 | Radical: 44 | Freq: #939<br><br><b>Heisig:</b> RTK: #1110 | RTK6: #1191,grade6
内,<b>Meanings:</b> inside; within; between; among; house; home<br><br><b>On'yomi:</b> ナイ; ダイ<br><br><b>Kun'yomi:</b> うち<br><br><b>Name readings:</b> いと; ただ; ち; のち<br><br><b>Stats:</b> Strokes: 4 | Radical: 13 | Freq: #44<br><br><b>Heisig:</b> RTK: #1019 | RTK6: #1095,grade2
難,<b>Meanings:</b> difficult; impossible; trouble; accident; defect<br><br><b>On'yomi:</b> ナン<br><br><b>Kun'yomi:</b> かた.い; -がた.い; むずか.しい; むづか.しい; むつか.しい; -にく.い<br><br><b>Name readings:</b> な; なに<br><br><b>Stats:</b> Strokes: 18 | Radical: 172 | Freq: #330<br><br><b>Heisig:</b> RTK: #1580 | RTK6: #1703,grade6
乳,<b>Meanings:</b> milk; breasts<br><br><b>On'yomi:</b> ニュウ<br><br><b>Kun'yomi:</b> ちち; ち<br><br><b>Stats:</b> Strokes: 8 | Radical: 5 | Freq: #1289<br><br><b>Heisig:</b> RTK: #729 | RTK6: #786,grade6
任,<b>Meanings:</b> responsibility; duty; term; entrust to; appoint<br><br><b>On'yomi:</b> ニン<br><br><b>Kun'yomi:</b> まか.せる; まか.す<br><br><b>Name readings:</b> さ; とう; ひで<br><br><b>Stats:</b> Strokes: 6 | Radical: 9 | Freq: #217<br><br><b>Heisig:</b> RTK: #1003 | RTK6: #1078,grade5
認,<b>Meanings:</b> acknowledge; witness; discern; recognize; appreciate; believe<br><br><b>On'yomi:</b> ニン<br><br><b>Kun'yomi:</b> みと.める; したた.める<br><br><b>Stats:</b> Strokes: 14 | Radical: 149 | Freq: #198<br><br><b>Heisig:</b> RTK: #598 | RTK6: #643,grade6
熱,<b>Meanings:</b> heat; temperature; fever; mania; passion<br><br><b>On'yomi:</b> ネツ<br><br><b>Kun'yomi:</b> あつ.い<br><br><b>Name readings:</b> あた<br><br><b>Stats:</b> Strokes: 15 | Radical: 86 | Freq: #700<br><br><b>Heisig:</b> RTK: #1516 | RTK6: #1634,grade4
念,<b>Meanings:</b> wish; sense; idea; thought; feeling; desire; attention<br><br><b>On'yomi:</b> ネン<br><br><b>Stats:</b> Strokes: 8 | Radical: 61 | Freq: #390<br><br><b>Heisig:</b> RTK: #1590 | RTK6: #1715,grade4
燃,<b>Meanings:</b> burn; blaze; glow<br><br><b>On'yomi:</b> ネン<br><br><b>Kun'yomi:</b> も.える; も.やす; も.す<br><br><b>Stats:</b> Strokes: 16 | Radical: 86 | Freq: #948<br><br><b>Heisig:</b> RTK: #510 | RTK6: #549,grade5
能,<b>Meanings:</b> ability; talent; skill; capacity<br><br><b>On'yomi:</b> ノウ<br><br><b>Kun'yomi:</b> よ.く; あた.う<br><br><b>Name readings:</b> たか; の; のり; よし<br><br><b>Stats:</b> Strokes: 10 | Radical: 130 | Freq: #273<br><br><b>Heisig:</b> RTK: #2004 | RTK6: #2160,grade5
脳,<b>Meanings:</b> brain; memory<br><br><b>On'yomi:</b> ノウ; ドウ<br><br><b>Kun'yomi:</b> のうずる<br><br><b>Stats:</b> Strokes: 11 | Radical: 130 | Freq: #459<br><br><b>Heisig:</b> RTK: #1934 | RTK6: #2084,grade6
農,<b>Meanings:</b> agriculture; farmers<br><br><b>On'yomi:</b> ノウ<br><br><b>Name readings:</b> な; の; み<br><br><b>Stats:</b> Strokes: 13 | Radical: 161 | Freq: #385<br><br><b>Heisig:</b> RTK: #2014 | RTK6: #2170,grade3
波,<b>Meanings:</b> waves; billows; Poland<br><br><b>On'yomi:</b> ハ<br><br><b>Kun'yomi:</b> なみ<br><br><b>Name readings:</b> ひら; みな; みなみ; わ<br><br><b>Stats:</b> Strokes: 8 | Radical: 85 | Freq: #740<br><br><b>Heisig:</b> RTK: #803 | RTK6: #866,grade3
破,<b>Meanings:</b> rend; rip; tear; break; destroy; defeat; frustrate<br><br><b>On'yomi:</b> ハ<br><br><b>Kun'yomi:</b> やぶ.る; やぶ.れる; わ.れる<br><br><b>Stats:</b> Strokes: 10 | Radical: 112 | Freq: #590<br><br><b>Heisig:</b> RTK: #806 | RTK6: #869,grade5
馬,<b>Meanings:</b> horse<br><br><b>On'yomi:</b> バ<br><br><b>Kun'yomi:</b> うま; うま-; ま<br><br><b>Name readings:</b> た; ばん; め; も<br><br><b>Stats:</b> Strokes: 10 | Radical: 187 | Freq: #639<br><br><b>Heisig:</b> RTK: #1978 | RTK6: #2132,grade2
拝,<b>Meanings:</b> worship; adore; pray to<br><br><b>On'yomi:</b> ハイ<br><br><b>Kun'yomi:</b> おが.む; おろが.む<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #1443<br><br><b>Heisig:</b> RTK: #1564 | RTK6: #1686,grade6
敗,<b>Meanings:</b> failure; defeat; reversal<br><br><b>On'yomi:</b> ハイ<br><br><b>Kun'yomi:</b> やぶ.れる<br><br><b>Stats:</b> Strokes: 11 | Radical: 66 | Freq: #516<br><br><b>Heisig:</b> RTK: #331 | RTK6: #353,grade4
背,<b>Meanings:</b> stature; height; back; behind; disobey; defy; go back on; rebel<br><br><b>On'yomi:</b> ハイ<br><br><b>Kun'yomi:</b> せ; せい; そむ.く; そむ.ける<br><br><b>Stats:</b> Strokes: 9 | Radical: 130 | Freq: #696<br><br><b>Heisig:</b> RTK: #446 | RTK6: #481,grade6
配,<b>Meanings:</b> distribute; spouse; exile; rationing<br><br><b>On'yomi:</b> ハイ<br><br><b>Kun'yomi:</b> くば.る<br><br><b>Stats:</b> Strokes: 10 | Radical: 164 | Freq: #359<br><br><b>Heisig:</b> RTK: #1436 | RTK6: #1544,grade3
倍,<b>Meanings:</b> double; twice; times; fold<br><br><b>On'yomi:</b> バイ<br><br><b>Name readings:</b> べ; ます<br><br><b>Stats:</b> Strokes: 10 | Radical: 9 | Freq: #714<br><br><b>Heisig:</b> RTK: #992 | RTK6: #1067,grade3
