kanji,back,tags
聡,<b>Meanings:</b> wise; fast learner<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> さと.い; みみざと.い<br><br><b>Name readings:</b> さと; さとし; さとる; あき; あきら; とし; さた; みのる<br><br><b>Stats:</b> Strokes: 14 | Radical: 128 | Freq: #1507<br><br><b>Heisig:</b> RTK: #2677 | RTK6: #2717,grade9
荘,<b>Meanings:</b> villa; inn; cottage; feudal manor; solemn; dignified<br><br><b>On'yomi:</b> ソウ; ショウ; チャン<br><br><b>Kun'yomi:</b> ほうき; おごそ.か<br><br><b>Name readings:</b> そ<br><br><b>Stats:</b> Strokes: 9 | Radical: 140 | Freq: #1489<br><br><b>Heisig:</b> RTK: #322 | RTK6: #344,grade8
葬,<b>Meanings:</b> interment; bury; shelve<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> ほうむ.る<br><br><b>Name readings:</b> はふり<br><br><b>Stats:</b> Strokes: 12 | Radical: 140 | Freq: #754<br><br><b>Heisig:</b> RTK: #816 | RTK6: #879,grade8
蒼,<b>Meanings:</b> blue; pale<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> あお.い<br><br><b>Stats:</b> Strokes: 13 | Radical: 140 | Freq: #2276<br><br><b>Heisig:</b> RTK: #2399 | RTK6: #2479,grade9
藻,<b>Meanings:</b> seaweed; duckweed<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> も<br><br><b>Stats:</b> Strokes: 19 | Radical: 140 | Freq: #2124<br><br><b>Heisig:</b> RTK: #2035 | RTK6: #2191,grade8
遭,<b>Meanings:</b> encounter; meet; party; association; interview; join<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> あ.う; あ.わせる<br><br><b>Stats:</b> Strokes: 14 | Radical: 162 | Freq: #1554<br><br><b>Heisig:</b> RTK: #1174 | RTK6: #1258,grade8
霜,<b>Meanings:</b> frost<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> しも<br><br><b>Stats:</b> Strokes: 17 | Radical: 173 | Freq: #2151<br><br><b>Heisig:</b> RTK: #426 | RTK6: #455,grade8
騒,<b>Meanings:</b> boisterous; make noise; clamor; disturb; excite<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> さわ.ぐ; うれい; さわ.がしい<br><br><b>Stats:</b> Strokes: 18 | Radical: 187 | Freq: #1069<br><br><b>Heisig:</b> RTK: #1985 | RTK6: #2139,grade8
促,<b>Meanings:</b> stimulate; urge; press; demand; incite<br><br><b>On'yomi:</b> ソク<br><br><b>Kun'yomi:</b> うなが.す<br><br><b>Stats:</b> Strokes: 9 | Radical: 9 | Freq: #998<br><br><b>Heisig:</b> RTK: #1280 | RTK6: #1373,grade8
即,<b>Meanings:</b> instant; namely; as is; conform; agree; adapt<br><br><b>On'yomi:</b> ソク<br><br><b>Kun'yomi:</b> つ.く; つ.ける; すなわ.ち<br><br><b>Stats:</b> Strokes: 7 | Radical: 26 | Freq: #1167<br><br><b>Heisig:</b> RTK: #1462 | RTK6: #1572,grade8
俗,<b>Meanings:</b> vulgar; customs; manners; worldliness; mundane things<br><br><b>On'yomi:</b> ゾク<br><br><b>Stats:</b> Strokes: 9 | Radical: 9 | Freq: #1610<br><br><b>Heisig:</b> RTK: #968 | RTK6: #1042,grade8
属,<b>Meanings:</b> belong; genus; subordinate official; affiliated<br><br><b>On'yomi:</b> ゾク; ショク<br><br><b>Kun'yomi:</b> さかん; つく; やから<br><br><b>Name readings:</b> さっか; つき<br><br><b>Stats:</b> Strokes: 12 | Radical: 44 | Freq: #912<br><br><b>Heisig:</b> RTK: #1953 | RTK6: #2103,grade5
賊,<b>Meanings:</b> burglar; rebel; traitor; robber<br><br><b>On'yomi:</b> ゾク<br><br><b>Stats:</b> Strokes: 13 | Radical: 154 | Freq: #2045<br><br><b>Heisig:</b> RTK: #357 | RTK6: #381,grade8
汰,<b>Meanings:</b> washing; sieving; filtering; weeding out; luxury<br><br><b>On'yomi:</b> タ; タイ<br><br><b>Kun'yomi:</b> おご.る; にご.る; よな.げる<br><br><b>Stats:</b> Strokes: 7 | Radical: 85<br><br><b>Heisig:</b> RTK: #2316 | RTK6: #149,grade8
堕,<b>Meanings:</b> degenerate; descend to; lapse into<br><br><b>On'yomi:</b> ダ<br><br><b>Kun'yomi:</b> お.ちる; くず.す; くず.れる<br><br><b>Stats:</b> Strokes: 12 | Radical: 32 | Freq: #2087<br><br><b>Heisig:</b> RTK: #1314 | RTK6: #1411,grade8
妥,<b>Meanings:</b> gentle; peace; satisfactory; appropriate<br><br><b>On'yomi:</b> ダ<br><br><b>Name readings:</b> やす<br><br><b>Stats:</b> Strokes: 7 | Radical: 38 | Freq: #1102<br><br><b>Heisig:</b> RTK: #728 | RTK6: #785,grade8
惰,<b>Meanings:</b> lazy; laziness<br><br><b>On'yomi:</b> ダ<br><br><b>Stats:</b> Strokes: 12 | Radical: 61 | Freq: #2336<br><br><b>Heisig:</b> RTK: #629 | RTK6: #676,grade8
駄,<b>Meanings:</b> burdensome; pack horse; horse load; send by horse; trivial; worthless<br><br><b>On'yomi:</b> ダ; タ<br><br><b>Stats:</b> Strokes: 14 | Radical: 187 | Freq: #1500<br><br><b>Heisig:</b> RTK: #1986 | RTK6: #2140,grade8
耐,<b>Meanings:</b> -proof; enduring<br><br><b>On'yomi:</b> タイ<br><br><b>Kun'yomi:</b> た.える<br><br><b>Name readings:</b> たえ<br><br><b>Stats:</b> Strokes: 9 | Radical: 126 | Freq: #1295<br><br><b>Heisig:</b> RTK: #1164 | RTK6: #1248,grade8
怠,<b>Meanings:</b> neglect; laziness<br><br><b>On'yomi:</b> タイ<br><br><b>Kun'yomi:</b> おこた.る; なま.ける<br><br><b>Stats:</b> Strokes: 9 | Radical: 61 | Freq: #1703<br><br><b>Heisig:</b> RTK: #745 | RTK6: #806,grade8
態,<b>Meanings:</b> attitude; condition; figure; appearance; voice (of verbs)<br><br><b>On'yomi:</b> タイ<br><br><b>Kun'yomi:</b> わざ.と<br><br><b>Stats:</b> Strokes: 14 | Radical: 61 | Freq: #353<br><br><b>Heisig:</b> RTK: #2005 | RTK6: #2161,grade5
泰,<b>Meanings:</b> peaceful; calm; peace; easy; Thailand; extreme; excessive; great<br><br><b>On'yomi:</b> タイ<br><br><b>Name readings:</b> た; はす; ひろ; や; やす; やすし; ゆたか; よし<br><br><b>Stats:</b> Strokes: 10 | Radical: 85 | Freq: #1281<br><br><b>Heisig:</b> RTK: #1570 | RTK6: #1692,grade8
滞,<b>Meanings:</b> stagnate; be delayed; overdue; arrears<br><br><b>On'yomi:</b> タイ; テイ<br><br><b>Kun'yomi:</b> とどこお.る<br><br><b>Stats:</b> Strokes: 13 | Radical: 85 | Freq: #1107<br><br><b>Heisig:</b> RTK: #416 | RTK6: #445,grade8
胎,<b>Meanings:</b> womb; uterus<br><br><b>On'yomi:</b> タイ<br><br><b>Stats:</b> Strokes: 9 | Radical: 130 | Freq: #1861<br><br><b>Heisig:</b> RTK: #748 | RTK6: #810,grade8
逮,<b>Meanings:</b> apprehend; chase<br><br><b>On'yomi:</b> タイ<br><br><b>Stats:</b> Strokes: 11 | Radical: 162 | Freq: #766<br><br><b>Heisig:</b> RTK: #1160 | RTK6: #1244,grade8
隊,<b>Meanings:</b> regiment; party; company; squad<br><br><b>On'yomi:</b> タイ<br><br><b>Stats:</b> Strokes: 12 | Radical: 170 | Freq: #605<br><br><b>Heisig:</b> RTK: #1306 | RTK6: #1403,grade4
黛,<b>Meanings:</b> blackened eyebrows<br><br><b>On'yomi:</b> タイ<br><br><b>Kun'yomi:</b> まゆずみ<br><br><b>Stats:</b> Strokes: 16 | Radical: 203 | Freq: #2254<br><br><b>Heisig:</b> RTK: #2864 | RTK6: #2877,grade9
鯛,<b>Meanings:</b> sea bream; red snapper<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> たい<br><br><b>Stats:</b> Strokes: 19 | Radical: 195 | Freq: #2446<br><br><b>Heisig:</b> RTK: #2812 | RTK6: #2827,grade9
鷹,<b>Meanings:</b> hawk<br><br><b>On'yomi:</b> ヨウ; オウ<br><br><b>Kun'yomi:</b> たか<br><br><b>Stats:</b> Strokes: 24 | Radical: 196 | Freq: #1676<br><br><b>Heisig:</b> RTK: #2237 | RTK6: #2344,grade9
滝,<b>Meanings:</b> waterfall; rapids; cascade<br><br><b>On'yomi:</b> ロウ; ソウ<br><br><b>Kun'yomi:</b> たき<br><br><b>Name readings:</b> らき<br><br><b>Stats:</b> Strokes: 13 | Radical: 85 | Freq: #1478<br><br><b>Heisig:</b> RTK: #537 | RTK6: #576,grade8
卓,<b>Meanings:</b> eminent; table; desk; high<br><br><b>On'yomi:</b> タク<br><br><b>Name readings:</b> すぐる; たか; たかし<br><br><b>Stats:</b> Strokes: 8 | Radical: 24 | Freq: #1348<br><br><b>Heisig:</b> RTK: #51 | RTK6: #52,grade8
啄,<b>Meanings:</b> peck; pick up<br><br><b>On'yomi:</b> タク; ツク; トク<br><br><b>Kun'yomi:</b> ついば.む; つつ.く<br><br><b>Name readings:</b> くち; はし; ばし<br><br><b>Stats:</b> Strokes: 10 | Radical: 30 | Freq: #2463<br><br><b>Heisig:</b> RTK: #2168 | RTK6: #2287,grade9
択,<b>Meanings:</b> choose; select; elect; prefer<br><br><b>On'yomi:</b> タク<br><br><b>Kun'yomi:</b> えら.ぶ<br><br><b>Stats:</b> Strokes: 7 | Radical: 64 | Freq: #847<br><br><b>Heisig:</b> RTK: #1074 | RTK6: #1155,grade8
拓,<b>Meanings:</b> clear (the land); open; break up (land)<br><br><b>On'yomi:</b> タク<br><br><b>Kun'yomi:</b> ひら.く<br><br><b>Name readings:</b> つ; ひろ<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #1526<br><br><b>Heisig:</b> RTK: #651 | RTK6: #703,grade8
沢,<b>Meanings:</b> swamp; marsh; brilliance; grace<br><br><b>On'yomi:</b> タク<br><br><b>Kun'yomi:</b> さわ; うるお.い; うるお.す; つや<br><br><b>Name readings:</b> おも; さ; さわん; わさ<br><br><b>Stats:</b> Strokes: 7 | Radical: 85 | Freq: #296<br><br><b>Heisig:</b> RTK: #1072 | RTK6: #1153,grade8
琢,<b>Meanings:</b> polish<br><br><b>On'yomi:</b> タク<br><br><b>Kun'yomi:</b> みが.く<br><br><b>Name readings:</b> あや; たか<br><br><b>Stats:</b> Strokes: 11 | Radical: 96 | Freq: #2022<br><br><b>Heisig:</b> RTK: #2560 | RTK6: #2613,grade9
託,<b>Meanings:</b> consign; requesting; entrusting with; pretend; hint<br><br><b>On'yomi:</b> タク<br><br><b>Kun'yomi:</b> かこつ.ける; かこ.つ; かこ.つける<br><br><b>Stats:</b> Strokes: 10 | Radical: 149 | Freq: #1021<br><br><b>Heisig:</b> RTK: #1917 | RTK6: #2066,grade8
濁,<b>Meanings:</b> voiced; uncleanness; wrong; nigori; impurity<br><br><b>On'yomi:</b> ダク; ジョク<br><br><b>Kun'yomi:</b> にご.る; にご.す<br><br><b>Name readings:</b> にごり<br><br><b>Stats:</b> Strokes: 16 | Radical: 85 | Freq: #1883<br><br><b>Heisig:</b> RTK: #835 | RTK6: #898,grade8
諾,<b>Meanings:</b> consent; assent; agreement<br><br><b>On'yomi:</b> ダク<br><br><b>Stats:</b> Strokes: 15 | Radical: 149 | Freq: #1490<br><br><b>Heisig:</b> RTK: #351 | RTK6: #375,grade8
只,<b>Meanings:</b> only; free; in addition<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> ただ<br><br><b>Stats:</b> Strokes: 5 | Radical: 30 | Freq: #2288<br><br><b>Heisig:</b> RTK: #53 | RTK6: #55,grade9
但,<b>Meanings:</b> however; but<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> ただ.し<br><br><b>Name readings:</b> たじ<br><br><b>Stats:</b> Strokes: 7 | Radical: 9 | Freq: #2404<br><br><b>Heisig:</b> RTK: #953 | RTK6: #1026,grade8
辰,<b>Meanings:</b> sign of the dragon; 7-9AM; fifth sign of Chinese zodiac; shin dragon radical (no. 161)<br><br><b>On'yomi:</b> シン; ジン<br><br><b>Kun'yomi:</b> たつ<br><br><b>Name readings:</b> とき; のぶ; のぶる<br><br><b>Stats:</b> Strokes: 7 | Radical: 161 | Freq: #1600<br><br><b>Heisig:</b> RTK: #2008 | RTK6: #2164,grade9
奪,<b>Meanings:</b> rob; take by force; snatch away; dispossess; plunder; usurp<br><br><b>On'yomi:</b> ダツ<br><br><b>Kun'yomi:</b> うば.う<br><br><b>Stats:</b> Strokes: 14 | Radical: 37 | Freq: #974<br><br><b>Heisig:</b> RTK: #566 | RTK6: #608,grade8
脱,<b>Meanings:</b> undress; removing; escape from; get rid of; be left out; take off<br><br><b>On'yomi:</b> ダツ<br><br><b>Kun'yomi:</b> ぬ.ぐ; ぬ.げる<br><br><b>Stats:</b> Strokes: 11 | Radical: 130 | Freq: #782<br><br><b>Heisig:</b> RTK: #498 | RTK6: #537,grade8
巽,<b>Meanings:</b> southeast<br><br><b>On'yomi:</b> ソン<br><br><b>Kun'yomi:</b> たつみ<br><br><b>Stats:</b> Strokes: 12 | Radical: 49 | Freq: #2061<br><br><b>Heisig:</b> RTK: #2861,grade9
棚,<b>Meanings:</b> shelf; ledge; rack; mount; mantle; trellis<br><br><b>On'yomi:</b> ホウ<br><br><b>Kun'yomi:</b> たな; -だな<br><br><b>Stats:</b> Strokes: 12 | Radical: 75 | Freq: #1594<br><br><b>Heisig:</b> RTK: #202 | RTK6: #214,grade8
丹,<b>Meanings:</b> rust-colored; red; red lead; pills; sincerity<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> に<br><br><b>Name readings:</b> た; たみ; まこと<br><br><b>Stats:</b> Strokes: 4 | Radical: 3 | Freq: #1402<br><br><b>Heisig:</b> RTK: #2038 | RTK6: #2196,grade8
嘆,<b>Meanings:</b> sigh; lament; moan; grieve; sigh of admiration<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> なげ.く; なげ.かわしい<br><br><b>Stats:</b> Strokes: 13 | Radical: 30 | Freq: #1584<br><br><b>Heisig:</b> RTK: #1579 | RTK6: #1702,grade8
旦,<b>Meanings:</b> daybreak; dawn; morning<br><br><b>On'yomi:</b> タン; ダン<br><br><b>Kun'yomi:</b> あき.らか; あきら; ただし; あさ; あした<br><br><b>Stats:</b> Strokes: 5 | Radical: 72<br><br><b>Heisig:</b> RTK: #30 | RTK6: #30,grade8
淡,<b>Meanings:</b> thin; faint; pale; fleeting<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> あわ.い<br><br><b>Stats:</b> Strokes: 11 | Radical: 85 | Freq: #1436<br><br><b>Heisig:</b> RTK: #164 | RTK6: #176,grade8
端,<b>Meanings:</b> edge; origin; end; point; border; verge; cape<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> はし; は; はた; -ばた; はな<br><br><b>Name readings:</b> ただし; みず<br><br><b>Stats:</b> Strokes: 14 | Radical: 117 | Freq: #960<br><br><b>Heisig:</b> RTK: #1167 | RTK6: #1251,grade8
胆,<b>Meanings:</b> gall bladder; courage; pluck; nerve<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> きも<br><br><b>Name readings:</b> い; まこと<br><br><b>Stats:</b> Strokes: 9 | Radical: 130 | Freq: #1449<br><br><b>Heisig:</b> RTK: #31 | RTK6: #31,grade8
誕,<b>Meanings:</b> nativity; be born; declension; lie; be arbitrary<br><br><b>On'yomi:</b> タン<br><br><b>Stats:</b> Strokes: 15 | Radical: 149 | Freq: #1024<br><br><b>Heisig:</b> RTK: #393 | RTK6: #420,grade6
鍛,<b>Meanings:</b> forge; discipline; train<br><br><b>On'yomi:</b> タン<br><br><b>Kun'yomi:</b> きた.える<br><br><b>Name readings:</b> か<br><br><b>Stats:</b> Strokes: 17 | Radical: 167 | Freq: #1793<br><br><b>Heisig:</b> RTK: #1860 | RTK6: #2004,grade8
壇,<b>Meanings:</b> podium; stage; rostrum; terrace<br><br><b>On'yomi:</b> ダン; タン<br><br><b>Stats:</b> Strokes: 16 | Radical: 32 | Freq: #1512<br><br><b>Heisig:</b> RTK: #587 | RTK6: #631,grade8
弾,<b>Meanings:</b> bullet; twang; flip; snap<br><br><b>On'yomi:</b> ダン; タン<br><br><b>Kun'yomi:</b> ひ.く; -ひ.き; はず.む; たま; はじ.く; はじ.ける; ただ.す; はじ.きゆみ<br><br><b>Stats:</b> Strokes: 12 | Radical: 57 | Freq: #853<br><br><b>Heisig:</b> RTK: #1931 | RTK6: #2081,grade8
檀,<b>Meanings:</b> cedar; sandalwood; spindle tree<br><br><b>On'yomi:</b> ダン; タン<br><br><b>Kun'yomi:</b> まゆみ<br><br><b>Stats:</b> Strokes: 17 | Radical: 75 | Freq: #2291<br><br><b>Heisig:</b> RTK: #2525 | RTK6: #2585,grade9
智,<b>Meanings:</b> wisdom; intellect; reason<br><br><b>On'yomi:</b> チ<br><br><b>Name readings:</b> さと; さとし; さとる; さとい; とも; のり; とし; あきら; じ; とみ; ひと; もと; よも<br><br><b>Stats:</b> Strokes: 12 | Radical: 72 | Freq: #1002<br><br><b>Heisig:</b> RTK: #1224 | RTK6: #1309,grade9
痴,<b>Meanings:</b> stupid; foolish<br><br><b>On'yomi:</b> チ<br><br><b>Kun'yomi:</b> し.れる; おろか<br><br><b>Stats:</b> Strokes: 13 | Radical: 104 | Freq: #1663<br><br><b>Heisig:</b> RTK: #1683 | RTK6: #1814,grade8
稚,<b>Meanings:</b> immature; young<br><br><b>On'yomi:</b> チ; ジ<br><br><b>Kun'yomi:</b> いとけない; おさない; おくて; おでる<br><br><b>Name readings:</b> まさ; わか; わく; わっか<br><br><b>Stats:</b> Strokes: 13 | Radical: 115 | Freq: #1560<br><br><b>Heisig:</b> RTK: #896 | RTK6: #962,grade8
致,<b>Meanings:</b> doth; do; send; forward; cause; exert; incur; engage<br><br><b>On'yomi:</b> チ<br><br><b>Kun'yomi:</b> いた.す<br><br><b>Stats:</b> Strokes: 10 | Radical: 133 | Freq: #870<br><br><b>Heisig:</b> RTK: #756 | RTK6: #818,grade8
蓄,<b>Meanings:</b> amass; raise; hoard; store<br><br><b>On'yomi:</b> チク<br><br><b>Kun'yomi:</b> たくわ.える<br><br><b>Stats:</b> Strokes: 13 | Radical: 140 | Freq: #1260<br><br><b>Heisig:</b> RTK: #1385 | RTK6: #1486,grade8
逐,<b>Meanings:</b> pursue; drive away; chase; accomplish; attain; commit<br><br><b>On'yomi:</b> チク<br><br><b>Stats:</b> Strokes: 10 | Radical: 162 | Freq: #2230<br><br><b>Heisig:</b> RTK: #539 | RTK6: #578,grade8
秩,<b>Meanings:</b> regularity; salary; order<br><br><b>On'yomi:</b> チツ<br><br><b>Name readings:</b> ちち; ちっ<br><br><b>Stats:</b> Strokes: 10 | Radical: 115 | Freq: #1275<br><br><b>Heisig:</b> RTK: #903 | RTK6: #969,grade8
窒,<b>Meanings:</b> plug up; obstruct<br><br><b>On'yomi:</b> チツ<br><br><b>Stats:</b> Strokes: 11 | Radical: 116 | Freq: #1776<br><br><b>Heisig:</b> RTK: #1321 | RTK6: #1418,grade8
嫡,<b>Meanings:</b> legitimate wife; direct descent (non-bastard)<br><br><b>On'yomi:</b> チャク; テキ<br><br><b>Stats:</b> Strokes: 14 | Radical: 38 | Freq: #2130<br><br><b>Heisig:</b> RTK: #440 | RTK6: #472,grade8
忠,<b>Meanings:</b> loyalty; fidelity; faithfulness<br><br><b>On'yomi:</b> チュウ<br><br><b>Name readings:</b> きよし; たた; ただ; ただし; なお<br><br><b>Stats:</b> Strokes: 8 | Radical: 61 | Freq: #1113<br><br><b>Heisig:</b> RTK: #602 | RTK6: #648,grade6
抽,<b>Meanings:</b> pluck; pull; extract; excel<br><br><b>On'yomi:</b> チュウ<br><br><b>Kun'yomi:</b> ひき-<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #1437<br><br><b>Heisig:</b> RTK: #1106 | RTK6: #1187,grade8
衷,<b>Meanings:</b> inmost; heart; mind; inside<br><br><b>On'yomi:</b> チュウ<br><br><b>Stats:</b> Strokes: 9 | Radical: 145 | Freq: #2229<br><br><b>Heisig:</b> RTK: #1891 | RTK6: #2038,grade8
鋳,<b>Meanings:</b> casting; mint<br><br><b>On'yomi:</b> チュウ; イ; シュ; シュウ<br><br><b>Kun'yomi:</b> い.る<br><br><b>Stats:</b> Strokes: 15 | Radical: 167 | Freq: #2005<br><br><b>Heisig:</b> RTK: #1566 | RTK6: #1688,grade8
猪,<b>Meanings:</b> boar<br><br><b>On'yomi:</b> チョ<br><br><b>Kun'yomi:</b> い; いのしし<br><br><b>Name readings:</b> いの<br><br><b>Stats:</b> Strokes: 11 | Radical: 94 | Freq: #1684<br><br><b>Heisig:</b> RTK: #1262 | RTK6: #1352,grade9
丁,"<b>Meanings:</b> street; ward; town; counter for guns, tools, leaves or cakes of something; even number; 4th calendar sign<br><br><b>On'yomi:</b> チョウ; テイ; チン; トウ; チ<br><br><b>Kun'yomi:</b> ひのと<br><br><b>Stats:</b> Strokes: 2 | Radical: 1 | Freq: #1312<br><br><b>Heisig:</b> RTK: #91 | RTK6: #95",grade3
帳,<b>Meanings:</b> notebook; account book; album; curtain; veil; net; tent<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> とばり<br><br><b>Stats:</b> Strokes: 11 | Radical: 50 | Freq: #1459<br><br><b>Heisig:</b> RTK: #1922 | RTK6: #2072,grade3
弔,<b>Meanings:</b> condolences; mourning; funeral<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> とむら.う; とぶら.う<br><br><b>Stats:</b> Strokes: 4 | Radical: 57 | Freq: #1840<br><br><b>Heisig:</b> RTK: #1233 | RTK6: #1319,grade8
彫,<b>Meanings:</b> carve; engrave; chisel<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> ほ.る; -ぼ.り<br><br><b>Stats:</b> Strokes: 11 | Radical: 59 | Freq: #1533<br><br><b>Heisig:</b> RTK: #1710 | RTK6: #1846,grade8
徴,<b>Meanings:</b> indications; sign; omen; symptom; collect; seek; refer to; question<br><br><b>On'yomi:</b> チョウ; チ<br><br><b>Kun'yomi:</b> しるし<br><br><b>Stats:</b> Strokes: 14 | Radical: 60 | Freq: #850<br><br><b>Heisig:</b> RTK: #887 | RTK6: #952,grade8
懲,<b>Meanings:</b> penal; chastise; punish; discipline<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> こ.りる; こ.らす; こ.らしめる<br><br><b>Stats:</b> Strokes: 18 | Radical: 61 | Freq: #1303<br><br><b>Heisig:</b> RTK: #888 | RTK6: #953,grade8
挑,<b>Meanings:</b> challenge; contend for; make love to<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> いど.む<br><br><b>Stats:</b> Strokes: 9 | Radical: 64 | Freq: #989<br><br><b>Heisig:</b> RTK: #658 | RTK6: #710,grade8
暢,<b>Meanings:</b> stretch<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> のび.る<br><br><b>Name readings:</b> いたる; のぶ; のぶる; なが; とうる; とおる; のり; まさ; みつる; よう<br><br><b>Stats:</b> Strokes: 14 | Radical: 72 | Freq: #2144<br><br><b>Heisig:</b> RTK: #2885 | RTK6: #2895,grade9
潮,<b>Meanings:</b> tide; salt water; opportunity<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> しお; うしお<br><br><b>Name readings:</b> いた<br><br><b>Stats:</b> Strokes: 15 | Radical: 85 | Freq: #1231<br><br><b>Heisig:</b> RTK: #141 | RTK6: #152,grade6
眺,<b>Meanings:</b> stare; watch; look at; see; scrutinize<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> なが.める<br><br><b>Stats:</b> Strokes: 11 | Radical: 109 | Freq: #1726<br><br><b>Heisig:</b> RTK: #237 | RTK6: #252,grade8
聴,<b>Meanings:</b> listen; headstrong; naughty; careful inquiry<br><br><b>On'yomi:</b> チョウ; テイ<br><br><b>Kun'yomi:</b> き.く; ゆる.す<br><br><b>Name readings:</b> きく<br><br><b>Stats:</b> Strokes: 17 | Radical: 128 | Freq: #781<br><br><b>Heisig:</b> RTK: #827 | RTK6: #890,grade8
脹,<b>Meanings:</b> dilate; distend; bulge; fill out; swell<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> は.れる; ふく.らむ; ふく.れる<br><br><b>Stats:</b> Strokes: 12 | Radical: 130<br><br><b>Heisig:</b> RTK: #1923 | RTK6: #2073,grade9
腸,<b>Meanings:</b> intestines; guts; bowels; viscera<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> はらわた; わた<br><br><b>Stats:</b> Strokes: 13 | Radical: 130 | Freq: #1807<br><br><b>Heisig:</b> RTK: #544 | RTK6: #583,grade6
蝶,<b>Meanings:</b> butterfly<br><br><b>On'yomi:</b> チョウ<br><br><b>Stats:</b> Strokes: 15 | Radical: 142 | Freq: #2011<br><br><b>Heisig:</b> RTK: #521 | RTK6: #560,grade9
